battery_capacity_kwh,charging_efficiency,event_id,event_type,reserve_soc_kwh,reserve_soc_percent,soc_after_kwh,soc_after_percent,soc_before_kwh,soc_before_percent,source_artifact,time_min,vehicle_id
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:initial_state,initial_state,62.800000000000004,20.0,119.674506,38.1129,119.674506,38.1129,scenario_fleet_contract,0,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:charging:0:0,charging,62.800000000000004,20.0,126.799506,40.38200828025478,119.674506,38.1129,executed_charging_schedule,15,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:charging:5:48,charging,62.800000000000004,20.0,133.924506,42.65111656050956,126.799506,40.38200828025478,executed_charging_schedule,90,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:charging:8:77,charging,62.800000000000004,20.0,137.2884116159983,43.722424081528125,133.924506,42.65111656050956,executed_charging_schedule,135,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:startup,startup_deadhead,62.800000000000004,20.0,135.70921161599833,43.21949414522239,137.2884116159983,43.722424081528125,canonical_solver_result,388,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:service:0,service_trip,62.800000000000004,20.0,128.46037040799834,40.91094598980839,135.70921161599833,43.21949414522239,canonical_solver_result,415,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:service:1,service_trip,62.800000000000004,20.0,124.01730699999834,39.49595764331158,128.46037040799834,40.91094598980839,canonical_solver_result,1364,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0549a411-fd2a-4339-b4a3-45a3b7d37898:terminal_return,terminal_return,62.800000000000004,20.0,119.67450699999834,38.11290031847081,124.01730699999834,39.49595764331158,canonical_solver_result,1375,0549a411-fd2a-4339-b4a3-45a3b7d37898
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:initial_state,initial_state,62.800000000000004,20.0,235.73707,75.07549999999999,235.73707,75.07549999999999,scenario_fleet_contract,0,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:13:112,charging,62.800000000000004,20.0,235.73709374999999,75.07550756369426,235.73707,75.07549999999999,executed_charging_schedule,210,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:16:134,charging,62.800000000000004,20.0,246.78074456599998,78.59259381082802,235.73709374999999,75.07550756369426,executed_charging_schedule,255,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:17:144,charging,62.800000000000004,20.0,246.78076831599998,78.59260137452229,246.78074456599998,78.59259381082802,executed_charging_schedule,270,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:21:166,charging,62.800000000000004,20.0,251.19990000000053,79.99996815286642,246.78076831599998,78.59260137452229,executed_charging_schedule,330,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:24:171,charging,62.800000000000004,20.0,251.20000000000002,80.0,251.19990000000053,79.99996815286642,executed_charging_schedule,375,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:25:177,charging,62.800000000000004,20.0,251.20002375,80.00000756369427,251.20000000000002,80.0,executed_charging_schedule,390,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:26:180,charging,62.800000000000004,20.0,251.2000475,80.00001512738854,251.20002375,80.00000756369427,executed_charging_schedule,405,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:startup,startup_deadhead,62.800000000000004,20.0,249.62084750000002,79.4970851910828,251.2000475,80.00001512738854,canonical_solver_result,413,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:service:0,service_trip,62.800000000000004,20.0,242.11568370800003,77.10690563949046,249.62084750000002,79.4970851910828,canonical_solver_result,442,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:service:1,service_trip,62.800000000000004,20.0,234.61055018400003,74.71673572738854,242.11568370800003,77.10690563949046,canonical_solver_result,1362,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:terminal_return,terminal_return,62.800000000000004,20.0,233.03135018400005,74.21380579108282,234.61055018400003,74.71673572738854,canonical_solver_result,1366,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,0c9b7317-11ce-4340-ad98-a702eaacaaa4:charging:95:231,charging,62.800000000000004,20.0,235.73707,75.07549999999999,233.03135018400005,74.21380579108282,executed_charging_schedule,1440,0c9b7317-11ce-4340-ad98-a702eaacaaa4
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:initial_state,initial_state,62.800000000000004,20.0,139.502036,44.427400000000006,139.502036,44.427400000000006,scenario_fleet_contract,0,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:0:1,charging,62.800000000000004,20.0,153.752036,48.96561656050956,139.502036,44.427400000000006,executed_charging_schedule,15,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:1:10,charging,62.800000000000004,20.0,168.002036,53.50383312101911,153.752036,48.96561656050956,executed_charging_schedule,30,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:charging:8:78,charging,62.800000000000004,20.0,172.0627656199953,54.797059114648185,168.002036,53.50383312101911,executed_charging_schedule,135,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:startup,startup_deadhead,62.800000000000004,20.0,170.48356561999532,54.29412917834246,172.0627656199953,54.797059114648185,canonical_solver_result,373,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:0,service_trip,62.800000000000004,20.0,163.23472441199533,51.98558102292845,170.48356561999532,54.29412917834246,canonical_solver_result,400,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:1,service_trip,62.800000000000004,20.0,155.83521173199534,49.62904832229151,163.23472441199533,51.98558102292845,canonical_solver_result,465,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:2,service_trip,62.800000000000004,20.0,148.58637052399536,47.3205001668775,155.83521173199534,49.62904832229151,canonical_solver_result,546,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:service:3,service_trip,62.800000000000004,20.0,141.08123699999535,44.93033025477559,148.58637052399536,47.3205001668775,canonical_solver_result,1388,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,1804ab20-a2a0-475c-b4d0-71d8a72c192f:terminal_return,terminal_return,62.800000000000004,20.0,139.50203699999537,44.42740031846986,141.08123699999535,44.93033025477559,canonical_solver_result,1392,1804ab20-a2a0-475c-b4d0-71d8a72c192f
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:initial_state,initial_state,62.800000000000004,20.0,111.137474,35.3941,111.137474,35.3941,scenario_fleet_contract,0,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:0:2,charging,62.800000000000004,20.0,118.262474,37.66320828025478,111.137474,35.3941,executed_charging_schedule,15,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:5:49,charging,62.800000000000004,20.0,125.387474,39.932316560509555,118.262474,37.66320828025478,executed_charging_schedule,90,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:9:85,charging,62.800000000000004,20.0,139.637474,44.47053312101911,125.387474,39.932316560509555,executed_charging_schedule,150,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:10:91,charging,62.800000000000004,20.0,160.93487433399997,51.25314469235668,139.637474,44.47053312101911,executed_charging_schedule,165,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:11:96,charging,62.800000000000004,20.0,160.93489808399997,51.253152256050946,160.93487433399997,51.25314469235668,executed_charging_schedule,180,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:startup,startup_deadhead,62.800000000000004,20.0,159.35569808399998,50.75022231974521,160.93489808399997,51.253152256050946,canonical_solver_result,363,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:0,service_trip,62.800000000000004,20.0,152.106856876,48.44167416433121,159.35569808399998,50.75022231974521,canonical_solver_result,390,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:connection:1,connection_deadhead,62.800000000000004,20.0,142.631656876,45.42409454649682,152.106856876,48.44167416433121,canonical_solver_result,424,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:1,service_trip,62.800000000000004,20.0,135.382815668,43.1155463910828,142.631656876,45.42409454649682,canonical_solver_result,453,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:2,service_trip,62.800000000000004,20.0,127.72692381600001,40.67736427261147,135.382815668,43.1155463910828,canonical_solver_result,696,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:3,service_trip,62.800000000000004,20.0,120.221760024,38.28718472101911,127.72692381600001,40.67736427261147,canonical_solver_result,934,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:service:4,service_trip,62.800000000000004,20.0,112.7166265,35.8970148089172,120.221760024,38.28718472101911,canonical_solver_result,1381,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:terminal_return,terminal_return,62.800000000000004,20.0,111.1374265,35.394084872611465,112.7166265,35.8970148089172,canonical_solver_result,1385,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
314.0,0.95,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c:charging:95:232,charging,62.800000000000004,20.0,111.13747400000005,35.394100000000016,111.1374265,35.394084872611465,executed_charging_schedule,1440,2e2015fd-c7c1-4c32-8498-ebb6be29cc4c
