vehicle_id,charger_id,time_idx,z_charge,p_charge_kw,soc_kwh
B1,CHG_FAST,0,0,0.0,160.0
B1,CHG_FAST,1,0,0.0,160.0
B1,CHG_FAST,2,0,0.0,160.0
B1,CHG_FAST,3,0,0.0,160.0
B1,CHG_FAST,4,0,0.0,160.0
B1,CHG_FAST,5,0,0.0,160.0
B1,CHG_FAST,6,0,0.0,160.0
B1,CHG_FAST,7,0,0.0,160.0
B1,CHG_FAST,8,0,0.0,160.0
B1,CHG_FAST,9,0,0.0,160.0
B1,CHG_FAST,10,0,0.0,160.0
B1,CHG_FAST,11,0,0.0,160.0
B1,CHG_FAST,12,0,0.0,160.0
B1,CHG_FAST,13,0,0.0,160.0
B1,CHG_FAST,14,0,0.0,160.0
B1,CHG_FAST,15,0,0.0,160.0
B1,CHG_FAST,16,0,0.0,160.0
B1,CHG_FAST,17,0,0.0,160.0
B1,CHG_FAST,18,0,0.0,160.0
B1,CHG_FAST,19,0,0.0,160.0
B1,CHG_FAST,20,0,0.0,160.0
B1,CHG_FAST,21,0,0.0,160.0
B1,CHG_FAST,22,0,0.0,160.0
B1,CHG_FAST,23,0,0.0,160.0
B1,CHG_FAST,24,0,0.0,160.0
B1,CHG_FAST,25,0,0.0,160.0
B1,CHG_FAST,26,0,0.0,160.0
B1,CHG_FAST,27,0,0.0,160.0
B1,CHG_FAST,28,0,0.0,160.0
B1,CHG_FAST,29,0,0.0,160.0
B1,CHG_FAST,30,0,0.0,160.0
B1,CHG_FAST,31,0,0.0,160.0
B1,CHG_FAST,32,0,0.0,160.0
B1,CHG_FAST,33,0,0.0,160.0
B1,CHG_FAST,34,0,0.0,160.0
B1,CHG_FAST,35,0,0.0,160.0
B1,CHG_FAST,36,0,0.0,160.0
B1,CHG_FAST,37,0,0.0,160.0
B1,CHG_FAST,38,0,0.0,160.0
B1,CHG_FAST,39,0,0.0,160.0
B1,CHG_FAST,40,0,0.0,160.0
B1,CHG_FAST,41,0,0.0,160.0
B1,CHG_FAST,42,0,0.0,160.0
B1,CHG_FAST,43,0,0.0,160.0
B1,CHG_FAST,44,0,0.0,160.0
B1,CHG_FAST,45,0,0.0,160.0
B1,CHG_FAST,46,0,0.0,160.0
B1,CHG_FAST,47,0,0.0,160.0
B1,CHG_FAST,48,0,0.0,160.0
B1,CHG_FAST,49,0,0.0,160.0
B1,CHG_FAST,50,0,0.0,160.0
B1,CHG_FAST,51,0,0.0,160.0
B1,CHG_FAST,52,0,0.0,160.0
B1,CHG_FAST,53,0,0.0,160.0
B1,CHG_FAST,54,0,0.0,160.0
B1,CHG_FAST,55,0,0.0,160.0
B1,CHG_FAST,56,0,0.0,160.0
B1,CHG_FAST,57,0,0.0,160.0
B1,CHG_FAST,58,0,0.0,160.0
B1,CHG_FAST,59,0,0.0,160.0
B1,CHG_FAST,60,0,0.0,160.0
B1,CHG_FAST,61,0,0.0,160.0
B1,CHG_FAST,62,0,0.0,160.0
B1,CHG_FAST,63,0,0.0,160.0
B1,CHG_SLOW,0,0,0.0,160.0
B1,CHG_SLOW,1,0,0.0,160.0
B1,CHG_SLOW,2,0,0.0,160.0
B1,CHG_SLOW,3,0,0.0,160.0
B1,CHG_SLOW,4,0,0.0,160.0
B1,CHG_SLOW,5,0,0.0,160.0
B1,CHG_SLOW,6,0,0.0,160.0
B1,CHG_SLOW,7,0,0.0,160.0
B1,CHG_SLOW,8,0,0.0,160.0
B1,CHG_SLOW,9,0,0.0,160.0
B1,CHG_SLOW,10,0,0.0,160.0
B1,CHG_SLOW,11,0,0.0,160.0
B1,CHG_SLOW,12,0,0.0,160.0
B1,CHG_SLOW,13,0,0.0,160.0
B1,CHG_SLOW,14,0,0.0,160.0
B1,CHG_SLOW,15,0,0.0,160.0
B1,CHG_SLOW,16,0,0.0,160.0
B1,CHG_SLOW,17,0,0.0,160.0
B1,CHG_SLOW,18,0,0.0,160.0
B1,CHG_SLOW,19,0,0.0,160.0
B1,CHG_SLOW,20,0,0.0,160.0
B1,CHG_SLOW,21,0,0.0,160.0
B1,CHG_SLOW,22,0,0.0,160.0
B1,CHG_SLOW,23,0,0.0,160.0
B1,CHG_SLOW,24,0,0.0,160.0
B1,CHG_SLOW,25,0,0.0,160.0
B1,CHG_SLOW,26,0,0.0,160.0
B1,CHG_SLOW,27,0,0.0,160.0
B1,CHG_SLOW,28,0,0.0,160.0
B1,CHG_SLOW,29,0,0.0,160.0
B1,CHG_SLOW,30,0,0.0,160.0
B1,CHG_SLOW,31,0,0.0,160.0
B1,CHG_SLOW,32,0,0.0,160.0
B1,CHG_SLOW,33,0,0.0,160.0
B1,CHG_SLOW,34,0,0.0,160.0
B1,CHG_SLOW,35,0,0.0,160.0
B1,CHG_SLOW,36,0,0.0,160.0
